,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label
2078,8303,boostcamp-sts-v1-train-8303,slack-sampled,저번 그 기억이 너무 즐거웠어옄ㅋㅋ 근데 두 분 너무 비슷하다는,두 분 다 너무 잘 어울려서 깜짝 놀랐어.,0.5,0.0
2079,8309,boostcamp-sts-v1-train-8309,nsmc-rtt,마틴 베일.. 끝에상실감 우짤껴 ...,마틴 베일...,1.8,0.0
2080,8310,boostcamp-sts-v1-train-8310,slack-sampled,이렇게라도 볼 수 있게 해주셔서 감사,오 좋은 자료 공유해주셔서 감사합니다!,1.8,0.0
2081,8311,boostcamp-sts-v1-train-8311,petition-sampled,"김해공군부대,해군6역사단",김해 공군부대 좀 알아봐 주세요.,1.4,0.0
2082,8312,boostcamp-sts-v1-train-8312,nsmc-rtt,여자가 예쁘면서 아름다우면서 동시에 멋있을 수가 없는데 카리스마가 끝내줍니다 의상도 가죽자켓과 가죽바지를 소화해냅니다,여자는 예쁘고 예쁘고 쿨하지는 않지만 카리스마가 대단해.,2.4,0.0
2083,8314,boostcamp-sts-v1-train-8314,nsmc-sampled,그당시 재밌게봤다는..ㅎㅎ,그 당시에도 유치찬란했다는...,2.0,0.0
2084,8315,boostcamp-sts-v1-train-8315,nsmc-rtt,가식없는 훌륭한 영화다,꾸밈없는 훌륭한 영화,4.4,1.0
2085,8322,boostcamp-sts-v1-train-8322,nsmc-sampled,대에게 딱 맞는 영화였다.,이영철에게 딱 맞는 영화다.,2.0,0.0
2086,8323,boostcamp-sts-v1-train-8323,slack-rtt,위와 같은 아이디어/ 솔루션 모두 환영합니다.,위의 모든 아이디어/설루션을 환영합니다.,4.4,1.0
2087,8332,boostcamp-sts-v1-train-8332,slack-rtt,괜찮은 날짜 투표 부탁드립니다,좋은 데이트에 투표하세요.,2.4,0.0
2088,8337,boostcamp-sts-v1-train-8337,nsmc-rtt,"어떻게에선 호불호가 갈릴지 모르겠지만, 어디에 서 있더라도 무엇을 바라봐야 하는지를 정확히 아는 감독인 것 같다.",호불호가 어떻게 갈릴지는 모르겠지만 어디서든 뭘 봐야 할지 정확히 알 수 있는 감독인 것 같다.,4.6,1.0
2089,8338,boostcamp-sts-v1-train-8338,petition-sampled,이재명 은수미 사퇴및 수사청원,이재명 의원은 수미 조폭 관련,1.4,0.0
2090,8342,boostcamp-sts-v1-train-8342,slack-rtt,중국어 많이 까먹어서 저는 입맛만 중국전공...,중국어를 잊어버려서 맛만 보고 중국어를 전공했는데...,2.6,1.0
2091,8344,boostcamp-sts-v1-train-8344,nsmc-sampled,재미없음 애들만귀여움,왠지 홍보니까 재미없어 ㅋㅋ,1.8,0.0
2092,8347,boostcamp-sts-v1-train-8347,nsmc-sampled,"재밌음, ㅋ OOO 결말도 맘에 듬",재밌다 영화는 병맛이었는데 이건 재밌다.,2.2,0.0
2093,8361,boostcamp-sts-v1-train-8361,slack-rtt,오랜만에 음악 추천 총총,오랜만에 음악 추천 총.,4.4,1.0
2094,8363,boostcamp-sts-v1-train-8363,petition-sampled,군대 특혜 면제 폐지 청원,군 면제 대체근무 전면 폐지 청원,2.8,1.0
2095,8368,boostcamp-sts-v1-train-8368,nsmc-rtt,되지도않는 스토리를 만드셧어..,말도 안 되는 이야기를 했군요...,2.8,1.0
2096,8369,boostcamp-sts-v1-train-8369,slack-sampled,추천해 주신 새우트럭은 꼭 가보도록 하겠습니다ㅎㅎ,추천해주신 곳 꼭 가볼게요.~~~,2.8,1.0
2097,8370,boostcamp-sts-v1-train-8370,slack-rtt,특히나 1번이 어렵고도 중요한 것 같습니다.,특히 1번이 어렵고 중요한 것 같아요.,4.4,1.0
2098,8376,boostcamp-sts-v1-train-8376,slack-sampled,이거 굿아이디어인듯요.,좋은 모티브인 것 같아요!,1.4,0.0
2099,8381,boostcamp-sts-v1-train-8381,nsmc-sampled,계속 웃음이 터집니다.,마지막 부분에서는 웃음이 나온다.,2.8,1.0
2100,8382,boostcamp-sts-v1-train-8382,nsmc-sampled,갑자기 주파수가 잡히면서 음악나오는게 웃겼음 ㅎㅎ,옛날에 처음 봤을 때 재밌어서 죽을 뻔했는데 주연 조연부터 다 웃겼어.,1.8,0.0
2101,8384,boostcamp-sts-v1-train-8384,petition-rtt,"정용선 항일독립운동가 후손 정병기씨 증조부 명예찾기 40년째 고투, 꼭 좀 국민여러분이 찾아주세요?",항일 독립운동가 정영선의 후손인 증조부 정병기 씨가 40년간 명예를 되찾기 위해 고군분투했다.,2.5,1.0
2102,8395,boostcamp-sts-v1-train-8395,petition-rtt,조사및 처벌을 요청합니다.,조사 및 처벌을 요구합니다.,4.6,1.0
2103,8396,boostcamp-sts-v1-train-8396,petition-sampled,"정형식판사파면,국민의 명령이다.",정현식 판사의 특별감사를 청원합니다.,2.0,0.0
2104,8399,boostcamp-sts-v1-train-8399,petition-sampled,무분별한 파견직 근무,대기업 파견직 근로자의 연장 근무,1.4,0.0
2105,8407,boostcamp-sts-v1-train-8407,petition-rtt,파산직전 자영업 위해 카드결제 최소금액 설정하라!!,파산 직전에 자영업을 위한 신용카드 결제 최저 금액을 설정하라!,4.6,1.0
2106,8411,boostcamp-sts-v1-train-8411,petition-sampled,용인 흥덕역 간곡합니다,인덕원선 흥덕역이 필요합니다.,2.6,1.0
2107,8412,boostcamp-sts-v1-train-8412,slack-sampled,함께 보면 좋을 자료도 공유 합니다 ㅎㅎ,정보 공유합니다 ㅎㅎㅎ,2.6,1.0
2108,8414,boostcamp-sts-v1-train-8414,slack-sampled,오는 주말 콧바람 쐬러가요~!,시원한 여름밤 갑자기 레저시트에 콧김을 내쉬러 가고 싶네요.(웃음),1.8,0.0
2109,8420,boostcamp-sts-v1-train-8420,petition-sampled,문재인 대통령님 헌법개정안,6월 헌법 개정안 투표 관련,1.4,0.0
2110,8422,boostcamp-sts-v1-train-8422,nsmc-sampled,정말 이도라에몽 스탠바이미는 절대 잊지못할영화인것같다ㅠㅠ,"감동적이야, 역시 도라에몽.",2.2,0.0
2111,8423,boostcamp-sts-v1-train-8423,slack-sampled,맛난 음식과 즐거운 대화에 잠시나마 여행간 듯한 기분을 느낄 수 있었고요!,맛있는 음식과 즐거운 이야기가 가득한 시간이었습니다.,2.8,1.0
2112,8424,boostcamp-sts-v1-train-8424,petition-sampled,심신미약이라는 이유로,심신미약 감형 폐지해주세요.,2.8,1.0
2113,8435,boostcamp-sts-v1-train-8435,slack-sampled,조만간 또 뵈어요~!,오늘 회의에서 바로 만납시다.(웃음),2.6,1.0
2114,8437,boostcamp-sts-v1-train-8437,slack-sampled,바람직한 채널이 있었군요!,와! 캠핑 채널도 생겼군요!,1.4,0.0
2115,8439,boostcamp-sts-v1-train-8439,nsmc-sampled,오호 별 기대없이 본 영화인데 간만에 수작 건진듯 ~,엄청 전에 본 영화인데 아직도 잊을 수 없는 수작!!!,1.8,0.0
2116,8442,boostcamp-sts-v1-train-8442,slack-sampled,최소 인당 3개 피드백 주기!!,많이 써보시고 피드백 남겨주세요!,2.4,0.0
2117,8443,boostcamp-sts-v1-train-8443,petition-sampled,국회의원 직도 2년으로 만들어주세여,"국회의원, 광역의원, 기초의원 임기를 2년으로 줄입시다.",2.8,1.0
2118,8445,boostcamp-sts-v1-train-8445,petition-sampled,대출규제 풀어주세요,서민대출 풀어주세요.,2.4,0.0
2119,8451,boostcamp-sts-v1-train-8451,nsmc-sampled,너무 잔인해 이해도 어렵고,중간에 너무 잔인해서..,2.4,0.0
2120,8453,boostcamp-sts-v1-train-8453,nsmc-rtt,청춘이라는 단어에 대해 생각해보게되는 영화!,청춘이라는 단어를 생각하게 하는 영화!,4.4,1.0
2121,8457,boostcamp-sts-v1-train-8457,slack-sampled,수고 많으셨습니다!,좋은 프로그램 만드느라 수고하세요!,2.4,0.0
2122,8461,boostcamp-sts-v1-train-8461,nsmc-sampled,잼나게보다 평점이 없어지네,재미있기만 하네. 평점이 왜 이렇게 낮아?,2.4,0.0
2123,8470,boostcamp-sts-v1-train-8470,nsmc-sampled,스릴러와 형제애의 짬뽕;;,스릴러의 교과서적인 영화,1.4,0.0
2124,8473,boostcamp-sts-v1-train-8473,slack-sampled,같은 팀이니 앞으로도 계속 함께 하게 되어 기쁘네요.,우리 회사 안에서 이렇게 함께 일하게 되어 놀랍고 기뻤습니다.,1.4,0.0
2125,8480,boostcamp-sts-v1-train-8480,slack-sampled,"슬랙으로 몇 마디 나눈 게 다여서, 언젠가 뵙게 되면 좋겠다 싶었는데 오늘 편안히 얘기 나눌 수 있어서 좋았습니다.",오랜만에 만나서 반가웠지만 개인적으로 궁금했던 내용들을 재미있게 이야기할 수 있어서 좋았어요!,2.6,1.0
2126,8491,boostcamp-sts-v1-train-8491,slack-sampled,"프로젝트 이야기, 대학원 이야기 등등 많은 이야기 나누어보았습니다~~!!","회사 이야기, 학회 이야기 등 재미있는 뒷이야기를 많이 했어요!",2.6,1.0
2127,8492,boostcamp-sts-v1-train-8492,nsmc-sampled,아 너무 저질 코미디 웃음 주려고 하는때는 파악했지만 웃음이 안나온다.,재미없어 재미없어,2.4,0.0
2128,8494,boostcamp-sts-v1-train-8494,slack-sampled,다들 점심 식사 맛있게 하세요!,나중에 여유롭게 식사같이 해요.,1.4,0.0
2129,8503,boostcamp-sts-v1-train-8503,nsmc-sampled,지금보면 그다지...별다른 자극은 없다.,상상의 공간... 그러나 이렇다 할 것은 없다;;,1.8,0.0
2130,8504,boostcamp-sts-v1-train-8504,nsmc-sampled,"정말 답답하다 ,감동과 설움이",정말 슬프고 감동적이어서 계속 울었어 ㅜ,2.8,1.0
2131,8508,boostcamp-sts-v1-train-8508,slack-sampled,앗 건강 조심하셔요 ㅜ,여러분 빗길 안전에 유의하세요!,1.6,0.0
2132,8512,boostcamp-sts-v1-train-8512,nsmc-sampled,근데 단순히 웃긴영화는 아님ㅋㅋ,단순한 에로 영화가 아니다,1.4,0.0
2133,8517,boostcamp-sts-v1-train-8517,slack-sampled,즐거웠던 백스였습니당 ㅎㅎ,PERSON 씨와 즐거운 가방이었습니다!! ㅋㅋ,2.4,0.0
2134,8522,boostcamp-sts-v1-train-8522,nsmc-rtt,미디어가 사람을 어떻게 만드는 지 잘 보여주는 영화,미디어가 사람을 어떻게 만드는지 보여주는 영화,4.6,1.0
2135,8526,boostcamp-sts-v1-train-8526,petition-sampled,강서구PC방살인사건,강서구 PC방 살인사건 피의자,2.6,1.0
2136,8527,boostcamp-sts-v1-train-8527,petition-sampled,국민의 의무를 다했을때 그 의무에 대한 책임을 국가가 다해주셨으면 좋겠습니다.,모든 국민의 국방의무의 공평한 부과와 이행을 위한 대안이 논의되어야 합니다.,1.5,0.0
2137,8529,boostcamp-sts-v1-train-8529,nsmc-sampled,보고나면 기분좋은 여운이남음,잔잔하면서도 여운이 짙어요.,2.6,1.0
2138,8530,boostcamp-sts-v1-train-8530,nsmc-sampled,내용도 별로고 그냥 엄청지루함,초반에 완전 짜증 나는 지루함,2.8,1.0
2139,8549,boostcamp-sts-v1-train-8549,petition-rtt,음주운전 처벌 강화 더불어 심신미약,음주운전에 대한 처벌 강화와 함께 심신의 허약함,4.4,1.0
2140,8556,boostcamp-sts-v1-train-8556,slack-sampled,나중에 꼭 한국에 와서 보기로 했습니다!,이번에 서울에서 한 번 모이는 시간을 보내기로 했어요.,2.4,0.0
2141,8561,boostcamp-sts-v1-train-8561,petition-sampled,강원 랜드 특검 해야 합니다,강원랜드 직원에게 처벌 부탁드립니다.,1.4,0.0
2142,8566,boostcamp-sts-v1-train-8566,nsmc-sampled,제목만 봐도 뭔지 모르게 보기 싫어지는 영화.,엔딩까지 가면 갈수록 기분이 나빠지는 영화.,1.4,0.0
2143,8570,boostcamp-sts-v1-train-8570,slack-rtt,손글씨가 있는 그림을 넣으면 글씨를 쓰는것 처럼 해준다거나 글씨가 날아가도 될까요? ㅋㅋ,손으로 쓴 사진을 넣으면 문자가 날아가거나 문자가 날아가나요? (웃음),2.6,1.0
2144,8574,boostcamp-sts-v1-train-8574,nsmc-sampled,완전 올해들어 가장 흥미진진하게 봤던 내용,준 때 봤던... 파격적이고 흥미진진했던 작품.,2.2,0.0
2145,8577,boostcamp-sts-v1-train-8577,slack-sampled,오만가지 얘기 넘 재밌어요ㅋㅋ,재미있는 이야기를 많이 들었습니다.(웃음),2.2,0.0
2146,8588,boostcamp-sts-v1-train-8588,slack-rtt,ps5용이 있네요.,PS5 용으로 가지고 있습니다.,2.2,0.0
2147,8593,boostcamp-sts-v1-train-8593,slack-sampled,: 아일랜드어에서 유래되었으며 ‘미남‘이라는 의미를 가진 영어 이름 추천입니다.,아일랜드어에서 유래하여 '꽃미남'이라는 뜻의 영어 이름을 추천합니다.,5.0,1.0
2148,8594,boostcamp-sts-v1-train-8594,nsmc-rtt,나카시마 미카 비주얼 아니였음 ㅋㅋㅋ 진짜 큰일날뻔 ㅠㅠ,나카지마 미카 비주얼 별로네. 진짜 재난이겠다. (´;ω; )),2.2,0.0
2149,8615,boostcamp-sts-v1-train-8615,nsmc-sampled,감동 재미 힐링영화 잘봤습니다,"좋은 영화, 멋진 연기 감사합니다.",1.8,0.0
2150,8626,boostcamp-sts-v1-train-8626,slack-sampled,꽃 정말 이쁘네요.,와 진짜 예쁘네요.,2.8,1.0
2151,8627,boostcamp-sts-v1-train-8627,petition-sampled,국가기술자격제도의개선요구,국가배상심의회 제도 개선 요청,1.4,0.0
2152,8634,boostcamp-sts-v1-train-8634,slack-sampled,오 이거 넘 어렵더라고요,"오, 이거 진짜 힘드네요.",2.0,0.0
2153,8641,boostcamp-sts-v1-train-8641,petition-sampled,공매도 세력 처벌해야,공매도를 없애야 합니다.,1.8,0.0
2154,8643,boostcamp-sts-v1-train-8643,nsmc-sampled,다른영화보다 완전무서워,태어나서 본 영화 중에 제일 무서워.,2.8,1.0
2155,8645,boostcamp-sts-v1-train-8645,slack-rtt,코로나로부터의 화려한 부!활!과 함께 활기찬(?) 업무 이야기로 정신없이 떠들었던 것 같아요.,코로나의 화려한 부활과 함께 발랄한 작품 이야기로 떠들썩했습니다!,2.8,1.0
2156,8648,boostcamp-sts-v1-train-8648,nsmc-sampled,평점이 영화에 비해 왜이렇게 좋은지 이해할수없다,이것이 평점이 왜 이렇게 낮은지 이해할 수 없습니다.,1.4,0.0
2157,8652,boostcamp-sts-v1-train-8652,nsmc-rtt,내 인생의 최고의 영화 그때로 다시 돌아가고 싶다ㅠ,내 인생 최고의 영화.,2.8,1.0
2158,8656,boostcamp-sts-v1-train-8656,nsmc-sampled,아...진짜 더이상은 보기힘드네요...,아... 정말 재미없네...,1.6,0.0
2159,8666,boostcamp-sts-v1-train-8666,petition-rtt,개목줄 학대 현준이 피의자 15년형 정말 말도 안됩니다.,개의 목줄 학대 용의자 현준에게 징역 15년이 선고됐다.,2.8,1.0
2160,8667,boostcamp-sts-v1-train-8667,slack-rtt,원오원 없는 주에 딱 걸리네요!,왕 오월이 없는 일주일은 딱!,2.6,1.0
2161,8671,boostcamp-sts-v1-train-8671,slack-sampled,<PERSON> 와 함께 강남에서 만났습니다.,<PERSON>과 만나 서로 끄고 있는 발등에 대해서 잠깐 이야기를 나눴습니다.,1.4,0.0
2162,8672,boostcamp-sts-v1-train-8672,petition-sampled,경남제약 상장폐지 반대합니다,경남제약까지 상장폐지는 불가능합니다.,2.8,1.0
2163,8675,boostcamp-sts-v1-train-8675,nsmc-sampled,극장에서 봐선 안될 영화였지.,절대 보면 안 되는 영화.,2.8,1.0
2164,8679,boostcamp-sts-v1-train-8679,petition-rtt,4차 산업의 가정용 로보트.,4차 산업의 가정용 로봇.,5.0,1.0
2165,8686,boostcamp-sts-v1-train-8686,petition-rtt,민주화유공자들에 대한 국가유공자 인정 요청,민주화 유공자 국가유공자 인정 요청,4.4,1.0
2166,8694,boostcamp-sts-v1-train-8694,nsmc-sampled,중간중간 웃기네요?,징그러운데 중간에 폭소~,2.6,1.0
2167,8703,boostcamp-sts-v1-train-8703,slack-rtt,전 정말 재밌게 읽었습니다,나는 그것을 읽는 것을 매우 즐겼다,2.8,1.0
2168,8705,boostcamp-sts-v1-train-8705,petition-rtt,부동산 중계 수수료 한도액 낮춰주세요..,부동산 중개 수수료 한도를 낮춰주세요.,4.4,1.0
2169,8706,boostcamp-sts-v1-train-8706,slack-sampled,비가와도 즐거운 금요일입니다~,다들 즐거운 주말이에요!,1.4,0.0
2170,8707,boostcamp-sts-v1-train-8707,petition-sampled,제발 읽고 이대로 시행해주세요.,제발 읽어주세요. 제 인생입니다.,2.2,0.0
2171,8714,boostcamp-sts-v1-train-8714,petition-sampled,학교폭력 해결 3가지 방안 제안,학교폭력 및 괴롭힘 방지 대책 마련,2.6,1.0
2172,8715,boostcamp-sts-v1-train-8715,slack-sampled,우리 회사 배드민턴 대회를 열어야겠군요,저희 회사 달리기 대회도 만들어볼까 합니다.,1.8,0.0
2173,8717,boostcamp-sts-v1-train-8717,petition-sampled,남성가족부 만들어주세요,남성 가족부를 만들어 주세요.,4.6,1.0
2174,8719,boostcamp-sts-v1-train-8719,petition-sampled,중고자동차 허위 미끼 광고,인천 부천지역 중고차 허위매물,2.2,0.0
2175,8725,boostcamp-sts-v1-train-8725,nsmc-sampled,수술할정도로 아파본사람들만이 제대로 동감할수 있는영화..,나이 든 사람이 보면 공감되는 내용...,1.6,0.0
2176,8740,boostcamp-sts-v1-train-8740,nsmc-sampled,왜 평점이 .이죠?,왜 이렇게 평점이 낮지?,1.8,0.0
2177,8741,boostcamp-sts-v1-train-8741,slack-sampled,이후에 이런저런 회사 얘기와 ML팀 구성에 관한 이야기도 굉장히 유익하고 재미있게 들었습니다!,일상에서 시작해서 여러 브랜드에 대해 이야기도 하고 브랜딩에 관한 레퍼런스도 알려주신 재미있고 유익한 시간이었습니다.,2.0,0.0
2178,8743,boostcamp-sts-v1-train-8743,petition-sampled,이국종님의 외상센터 지원해주십시오,중증외상센터 이국종 교수의 후원을 청원합니다.,2.6,1.0
2179,8744,boostcamp-sts-v1-train-8744,petition-rtt,2018년 11월 26일 월요일 - 새벽 03시 48분 - 대한민국 -,2018년 11월 26일 월요일 - 오전 03:48 - 대한민국 -,4.8,1.0
2180,8745,boostcamp-sts-v1-train-8745,slack-sampled,즐거운 시간이었습니다!!! ㅎㅎ,즐거운 시간이었습니다! ㅋㅋ,4.4,1.0
2181,8746,boostcamp-sts-v1-train-8746,slack-rtt,소개가 늦었습니다..,소개가 늦었습니다.,4.8,1.0
2182,8750,boostcamp-sts-v1-train-8750,slack-sampled,저도 바깥 바람 쐬고 싶네요ㅋㅋ,저도 나중에 밖에 햇볕을 쬐지 않으면 안 됩니다.(웃음),1.4,0.0
2183,8756,boostcamp-sts-v1-train-8756,slack-sampled,격리끝나면 바로 찾아뵙겠습니다!!ㅎㅎ,또 만나요!!(웃음),1.6,0.0
2184,8762,boostcamp-sts-v1-train-8762,nsmc-sampled,내용이 허무맹랑하긴해도 특유의 유쾌함과 풋풋함으로 충분히 커버되는듯ㅎㅎ,확실히 재미있고 유쾌함,2.2,0.0
2185,8765,boostcamp-sts-v1-train-8765,slack-rtt,쓸 땐 좋았어요 ㅎㅎㅎ,써보면 좋겠네요. (웃음),2.4,0.0
2186,8767,boostcamp-sts-v1-train-8767,nsmc-sampled,순수하고 감동적이었던...,정말 감동적이었어.,2.2,0.0
2187,8769,boostcamp-sts-v1-train-8769,slack-sampled,ㅎㅎ 너무 재밌었습니다!!,너무 재밌었어요. 흐흐 흐흐,5.0,1.0
2188,8773,boostcamp-sts-v1-train-8773,slack-rtt,"전복 물회, 전복 비빔밥도 메뉴에 있는데 맛있어보였어요 :)",전복 회와 전복 비빔밥도 메뉴에 있는데 맛있을 것 같았어요 :),5.0,1.0
2189,8774,boostcamp-sts-v1-train-8774,nsmc-sampled,엄청난 원작만화의 내용이 계속 영화에도 이어지길..,역시 강풀 원작의 내용을 영화로 옮기는 것은 힘든가.,1.8,0.0
2190,8782,boostcamp-sts-v1-train-8782,nsmc-sampled,내 인생 최대의 실수를 꼽는다면 이 영화를 이제서야 접한 것이다.,내 인생에서 최악의 영화를 꼽으면 바로 떠오르는 영화.,1.4,0.0
2191,8787,boostcamp-sts-v1-train-8787,petition-sampled,투기를 이렇게 방지합시다,정부는 투기를 조장하지 마세요.,2.5,1.0
2192,8788,boostcamp-sts-v1-train-8788,slack-sampled,저는 얼른 회복하고 다음기회에,저는 빨리 회복해서 곧 뵙겠습니다!,3.5,1.0
2193,8790,boostcamp-sts-v1-train-8790,nsmc-sampled,여주인공이 완전 예쁘고 아름답습니다,여주인공이 좀 더 예뻤으면 좋겠는데.,1.6,0.0
2194,8797,boostcamp-sts-v1-train-8797,petition-sampled,자전거 도로교통법 강화,교통법 강화 부탁드립니다.,1.6,0.0
2195,8799,boostcamp-sts-v1-train-8799,nsmc-sampled,그 부분 빼고 보면 재밌었다,그 당시에는 재미있었다.,2.2,0.0
2196,8801,boostcamp-sts-v1-train-8801,slack-sampled,ㅋㅋ이상하네요 사진이 자꾸보니까,사진으로 보니까 바스락바스락하고 잎 마름이 보이네요. ㅋㅋ,1.4,0.0
2197,8803,boostcamp-sts-v1-train-8803,petition-sampled,서울 집값 안정 대책,강남 아파트 폭등 대책,1.8,0.0
2198,8806,boostcamp-sts-v1-train-8806,slack-sampled,지난주에 우리 회사에 합류한 새내기들..,저도 지난주에 합류한 입장에서 저희 회사 라이프에 대한 낭만을 이것저것 얘기해봤는데요!,1.4,0.0
2199,8813,boostcamp-sts-v1-train-8813,petition-sampled,중증외상센터 지원해주세요,중증외상환자를 지원해야 합니다.,1.8,0.0
2200,8820,boostcamp-sts-v1-train-8820,slack-rtt,저도 자전거 많이 타는 입방에서도 애매 하네요.,자전거를 많이 타는 큐빅도 애매해요.,2.6,1.0
2201,8823,boostcamp-sts-v1-train-8823,nsmc-sampled,겜블러 영화 좋아 하는데 오랜만에 재미난영화 봤네요,내용도 참신하고 오랜만에 재미있는 영화를 봤어요.,2.8,1.0
2202,8829,boostcamp-sts-v1-train-8829,nsmc-rtt,.. 한껏 약을 빤 영화,.. 마약 영화,1.8,0.0
2203,8841,boostcamp-sts-v1-train-8841,nsmc-sampled,한 회 한 회 넘 재밌게 보고 있어요.,드라마틱 한 면이 강조된 너무 재밌었어요.,2.2,0.0
2204,8842,boostcamp-sts-v1-train-8842,slack-sampled,분들 고생이 많으세요,정말 수고하셨습니다!(웃음),2.8,1.0
2205,8843,boostcamp-sts-v1-train-8843,nsmc-sampled,부디 초심 잃지 말고 재밌는 드라마 부탁드립니다.,영화 내용의 시작과 끝처럼 초심을 잊지 않고 열심히 하는 이준 씨가 되었으면 좋겠습니다.,1.4,0.0
2206,8844,boostcamp-sts-v1-train-8844,slack-rtt,오 인덱스 시작하시는군요.,"아, 당신은 인덱스를 시작하고 있습니다.",2.2,0.0
2207,8845,boostcamp-sts-v1-train-8845,nsmc-sampled,아주 만족스러웠습니다.,만족스러운 안녕이다.,2.6,1.0
2208,8852,boostcamp-sts-v1-train-8852,nsmc-sampled,내 인생을 돌아보는 기회가 되었다,이주노동자의 삶과 꿈.. 나 자신을 돌아볼 것이다.,2.6,1.0
2209,8853,boostcamp-sts-v1-train-8853,slack-sampled,언제나 우리 회사에 건강한 의견과 명철한 관점을 주시는 <PERSON>! 반가웠습니다~,진짜 실력자라고 소문으로만 듣던 <PERSON>씨를 만나서 저도 너무 기뻤어요!,2.0,0.0
2210,8861,boostcamp-sts-v1-train-8861,nsmc-sampled,발연기 발각본 발연출의 교과서,발연기 발연 출 발 이야기 한마디로 총 제적 난국,2.8,1.0
2211,8863,boostcamp-sts-v1-train-8863,petition-sampled,오토바이 번호판 앞에 달기,오토바이 번호판 앞뒤에 부착해주세요.,2.8,1.0
2212,8864,boostcamp-sts-v1-train-8864,petition-rtt,이니굿즈 많이만들어주세요,이니 굿즈 많이 만들어주세요.,5.0,1.0
2213,8874,boostcamp-sts-v1-train-8874,slack-sampled,건강 관리 잘 하셔서 롱런하셨으면 좋겠습니다.,합류하시고 나서 굉장히 바쁘게 업무하고 계실 텐데 건강도 잘 챙기시고 업무하셨으면 좋겠습니다.,2.0,0.0
2214,8878,boostcamp-sts-v1-train-8878,nsmc-sampled,그리고 캠ㅋㅋ 아 오랜만에 웃었넼ㅋ,끝에서 웃음을 터뜨렸다.,2.8,1.0
2215,8881,boostcamp-sts-v1-train-8881,nsmc-sampled,재밌게 본 영화입니다 ^^,재미있었던 영화~^^,4.4,1.0
2216,8884,boostcamp-sts-v1-train-8884,nsmc-sampled,재밌다고 하는 사람들..보지 못한 사람들 골탕 먹이지 맙시다.,이거 재밌다는 분들... 이런 허술한 드라마 보지 마시고 더 지니어스라는 프로그램 시즌부터 처음부터 보세요.,2.0,0.0
2217,8885,boostcamp-sts-v1-train-8885,petition-sampled,판결 배심원제로 전환해야,사법부 배심원 결정으로 판결하도록 개헌해 주세요.,1.8,0.0
2218,8887,boostcamp-sts-v1-train-8887,nsmc-sampled,시청자가 바본줄아나,엠넷은 시청자와 출연자 모두를 들여다보는 경향이 있다,1.4,0.0
2219,8888,boostcamp-sts-v1-train-8888,nsmc-sampled,많이 보고 싶을 것입니다.,또 보고 싶을 정도로...,2.4,0.0
2220,8889,boostcamp-sts-v1-train-8889,petition-rtt,서울시조례 폐지요청,서울시 조례 폐지 요구,4.4,1.0
2221,8890,boostcamp-sts-v1-train-8890,slack-sampled,ㅋㅋ다들 좋아해주시니 뿌듯하네용,쓱 긁어 드신 거 보니 반갑네요. ㅋㅋ,1.8,0.0
2222,8892,boostcamp-sts-v1-train-8892,nsmc-sampled,영화내용도 쥐쥐고 이걸ㅋ개봉했다는거자체가 신기하다,이런 작품이 국내에 개봉했다는 것 자체가 더 미스터리하다.,2.0,0.0
2223,8893,boostcamp-sts-v1-train-8893,slack-sampled,크헉..ㅋㅋ 마스크로 얼굴을 가려서 다행입니다..ㅋㅋㅋ,음... 영광이네요. 마스크 쓰고 알아보는 사람은 없겠지만요. ㅋㅋ,1.4,0.0
2224,8897,boostcamp-sts-v1-train-8897,petition-sampled,국민연금 돌려주세요,국민연금 돌려주세요!!!!,4.4,1.0
2225,8899,boostcamp-sts-v1-train-8899,nsmc-sampled,러닝 타임 진짜쩌네요 ㅋ,진짜 대박이다. 정말 대단하다;;,2.2,0.0
2226,8904,boostcamp-sts-v1-train-8904,slack-sampled,<PERSON> 와 함께 동네 주민 모임을 가졌습니다.,오늘 <PERSON>과 함께 회식 만남을 가졌습니다!,2.2,0.0
2227,8906,boostcamp-sts-v1-train-8906,petition-rtt,"거제도 폭행 사건, 다시는 이런 일이 되풀이되지 않도록 가해자를 위한 법이 아닌 약자를 위한 법을 만들어주세요",다시는 거제 폭행 사건이 일어나지 않도록 가해자가 아닌 약자를 위한 법을 만들어 주시기 바랍니다.,4.6,1.0
2228,8907,boostcamp-sts-v1-train-8907,petition-sampled,김보름 국가대표 자격 박탈 요청,"김보름, 장수지, 박지우 국가대표 박탈을 시켜주세요.",2.8,1.0
2229,8912,boostcamp-sts-v1-train-8912,nsmc-rtt,나름 괜찮게 볼 수 있는 영화,꽤 자주 본 영화-,3.5,1.0
2230,8913,boostcamp-sts-v1-train-8913,nsmc-sampled,이건 영화가 아니라 비쥬얼 노벨일뿐,이것은 영화가 아니다.,2.6,1.0
2231,8915,boostcamp-sts-v1-train-8915,slack-sampled,"원래 저번주 금요일에 예정이 되어있었으나, 제 인터넷 이슈로 오늘에야 뵙게 되었습니다.",원래 저번 주에 했어야 했는데 일정이 멘붕돼서 이번 주에야 뵙게 됐어요. ㅋㅋ,2.6,1.0
2232,8917,boostcamp-sts-v1-train-8917,petition-sampled,소년법폐지해주세요.,소년법 폐지시켜 주세요.,4.4,1.0
